Param_A,Param_B,N,Spearman_rho,p_hodnota,p_FDR
Albumín_S,Moč chemicky _ úplne: Ketolátky,519,-0.054,0.21531499155794387,0.37374211512776434
Bielkoviny_S,Saturácia Trf,356,-0.054,0.30655034868135983,0.48181948668299823
Horčík-S,anti TPO_S,96,0.054,0.601642331611488,0.7541897657316067
Imunoblot ANA: CENP-B,dsDNA IgG,218,0.054,0.42935749793547207,0.6102255446049338
Bili-celkový_S,TSH_S,423,0.054,0.27178468953592794,0.4438186931902766
Močový sediment A: Hyalínové valce,Močový sediment A: Zhluky leukocytov,476,-0.054,0.23918313434764255,0.4038082520623367
ALP_S,C4_S,878,-0.054,0.11033813390333212,0.22517769504910665
CCP,ANA  HEp-2,187,0.054,0.46037111333928316,0.636642943631795
Krvný obr._DIFF_RET: Eozinofily_#,Krvný obr._DIFF_RET: Nezrelé formy RET,297,0.054,0.35146960216604284,0.531513064165882
Kálium-S,Moč chemický A: Špec. hmotnosť,127,-0.054,0.5500221328666033,0.7097888706279769
IgA_S,Močový sediment A: Baktérie,38,0.054,0.749153848041892,0.8509367186447263
Kys. močová_S,CK-MB_S,88,-0.054,0.6141620461054856,0.7631080537665069
Moč chemicky _ úplne: Ketolátky,IgM_S,175,-0.054,0.4796354055256845,0.6526287708941259
GF(S)- MDRD,Moč chemický A: UBG,127,-0.054,0.5456526232125788,0.7058707219037901
Krvný obr._DIFF_RET: Retikulocyty_#,Krvný obr._DIFF_RET: Neutrofily_%,298,0.054,0.35343481195544035,0.533595855597175
Imunoblot ANA: AMA-M2,Imunoblot ANA: SS-A/Ro60kD,419,0.054,0.2742293605192804,0.44625489943109325
Moč chemicky _ úplne: Bielkoviny,Triacylglyceroly_S,269,-0.054,0.3736499979288873,0.5536882286100948
ASLO_S,Prealbumín_S,149,0.054,0.5152204704726315,0.68163174696223
Krvný obr._DIFF_RET: Stredný objem_RBC,Krvný obr._DIFF_RET: Eozinofily_%,298,-0.054,0.3514046971392736,0.531513064165882
Imunoblot ANA: Nucleosomes,Imunoblot Liver Pro: Sp100,164,-0.054,0.49146786804442943,0.6623529243270171
Reumat. faktor_S,Haptoglobín_S,88,0.053,0.6261446174753285,0.7737593376426302
IgG_S,ELFO_S: alfa1_globulín,1390,0.053,0.04670106581967941,0.11367504641855299
IgG_S,Kys. močová_S,312,0.053,0.35071259879918937,0.531254089519003
Albumín_S,GF-rozdiel,36,-0.053,0.7609398026341314,0.857069180235579
alfa1 AT_S,Kalcium ionizované_S,106,-0.053,0.5887211419502751,0.7429165744032532
GMT_S,ABR_artéria: BB_B,79,-0.053,0.6430010214647164,0.7840978147368318
Krvný obr._DIFF_5pop: Eozinofily_%,Diff.rozpočet_ WBC: Monocyty,203,-0.053,0.45411036578951447,0.6321128733262019
Bili-celkový_S,Tub. resorbcia,32,0.053,0.7748957647407637,0.8664049266804068
Imunoblot ANA: Ku,Imunoblot ANA: PCNA,419,0.053,0.28295925079574363,0.4557911055540972
AST_S,Močový sediment A: Spermie,140,0.053,0.5340678473168857,0.6967008283376129
ELFO_S: alfa1_globulín,Močový sediment: Leukocyty,146,0.053,0.5275626498410128,0.6913377711303536
Krvný obr._DIFF_5pop: Monocyty_#,Fibrinogén,1498,0.053,0.03975359309669211,0.09935270532780684
Moč chemický A: UBG,Močový sediment A: Kvasinky,475,0.053,0.24546114707042832,0.41123804518418544
Imunoblot ANA: SS-A/Ro60kD,p-ANCA,274,0.053,0.3797021243911828,0.5602061301108184
Nátrium-S,Foláty,231,0.053,0.4242585288765266,0.6054792154490619
Moč chemicky _ úplne: Ketolátky,ELFO_S: Albumín,185,0.053,0.47653509050719034,0.650220667953647
Krvný obr._DIFF_RET: Hemoglobín_HGB,Krvný obr._DIFF_RET: Monocyty_%,298,-0.053,0.36021193382977,0.539977917796255
TSH_S,Cholest-LDL_S,289,0.053,0.3671690845420854,0.5473119662277582
C4_S,alfa1 AT_S,240,0.053,0.4122962330366208,0.5940843657250288
ELFO_S: gama_globulín,Močový sediment: Leukocyty,145,0.053,0.5247783791174003,0.6888258352340587
ELFO_S: gama_globulín,Močový sediment: Erytrocyty,88,-0.052,0.6302403337161493,0.7762438996397342
Močový sediment A: Spermie,Močový sediment A: Leukocyty,471,0.052,0.2583908730611679,0.4274656790516607
Kálium-S,Krvný obraz: Hematokrit_HCT,50,0.052,0.7187022917330653,0.8281798459598071
GMT_S,Moč chemický A: pH,129,-0.052,0.5589181604306729,0.7173347622658717
CK-MB_S,Amoniak_B,109,-0.052,0.5904708672458265,0.7444456081787529
Nátrium-S,AFP_S,55,-0.052,0.7086915522850997,0.8228670752230236
GMT_S,Osmolalita_S,64,0.052,0.6854787420367362,0.8063037304498027
Chloridy-S,Osmolalita_U (jednor,46,0.052,0.7319974762782572,0.837466340402948
Quickov test: PT_INR,Krvný obr._DIFF_RET: Neutrofily_%,105,0.052,0.5973533811772542,0.7501640823971141
Glukóza_ S,Močový sediment A: Kvasinky,141,-0.052,0.5419432201331691,0.7030764299583465
"ELFO_S: beta1,2_globulín",Vitamin D total,279,-0.052,0.3884780561964908,0.5694511054490784
Moč chemicky _ úplne: Ketolátky,IgA_S,175,-0.052,0.49588204532017244,0.6653302289163793
AST_S,Reumat. faktor_S,1450,-0.052,0.0488283362427948,0.11794920918269025
Horčík-S,Proteinúria kvant._U,76,0.052,0.6535909871718609,0.7904486877050052
Urea_S,Albumín_S,5076,-0.052,0.00022745556638250082,0.0010241142545910898
Urea_S,Moč chemický A: UBG,154,0.052,0.5214301785977025,0.6861352151247619
Urea_S,ELFO_S: alfa2_globulín,1224,-0.052,0.06696898589872176,0.15200213198091436
Bili-celkový_S,Močový sediment A: Baktérie,91,0.052,0.6277424662313196,0.7750211526565589
Moč chemicky _ úplne: Ketolátky,ELFO_S: alfa1_globulín,185,0.052,0.4790859826023969,0.65216054156268
Imunoblot ANA: PM-Scl,CCP,197,-0.052,0.47142221021637576,0.645513630715575
Imunoblot ANA: Mi-2,Imunoblot Liver Pro: Sp100,164,-0.052,0.5087150338087079,0.6768307036202558
Prolaktín_S,FSH _S,37,0.052,0.7612467567852712,0.857178420038431
Amyláza_S,Močový sediment A: Hlienové vlákna,45,0.052,0.73476024078003,0.840009323317533
IgM_S,ASLO_S,922,0.052,0.11191341949580184,0.22751550529818532
Kys. močová_S,Močový sediment: Leukocyty,265,-0.052,0.39963645864676156,0.5813809072092687
Glukóza_ S,Transferín_S,513,0.051,0.24469301884922925,0.41016747988104313
IgG_S,Močový sediment A: Erytrocyty,39,-0.051,0.7591863149268081,0.8562298018127397
Bielkoviny_S,Vitamin D total,349,-0.051,0.3382180575130532,0.5175094699856521
Urea_S,Triacylglyceroly_S,820,0.051,0.14354111017208507,0.27734691998882494
ABR_artéria: BB_B,Laktát_P_artéria,98,-0.051,0.6150719778530862,0.7637905151095888
Imunoblot ANA: AMA-M2,Imunoblot Liver Pro: gp210,163,0.051,0.5184786795989862,0.6839483080341278
Urea_S,CRP_S,6902,0.051,2.0269717975366408e-05,0.00010686599028838405
Kreatinín_S,Močový sediment A: Kryštály,154,0.051,0.5292331207527923,0.6926196088328537
C3_S,Prealbumín_S,153,0.051,0.5331784591256441,0.6963763416522148
Imunoblot ANA: Scl-70,Imunoblot ANA: Jo-1,419,0.051,0.29550614414714227,0.4699250397413754
C4_S,T4f_S,113,-0.051,0.5950733136198705,0.7484658011140441
GF(S)- MDRD,CIK_S,49,-0.051,0.7289196477696995,0.8352861692425868
Imunoblot ANA: SmD1,AMAM2,144,0.051,0.5401958181964925,0.7018126856855454
CRP_S,Triacylglyceroly_S,561,0.051,0.2290548567146548,0.3916683829396264
Železo_S,AFP_S,54,0.051,0.7135268223589664,0.8256895997170334
Moč chemický A: pH,Močový sediment A: Hyalínové valce,477,-0.051,0.2635827613437131,0.434167553383534
CRP_S,CIK_S,179,-0.051,0.5017325626066139,0.6709128541864487
Bili-priamy_S,Beta2 mikroglob. _S,69,0.051,0.6765010464897376,0.802935817445108
Kálium-S,Krvný obraz: Stredná konc._ HGB,50,0.051,0.7273720202353222,0.8343677914154798
Močový sediment A: Spermie,Močový sediment A: Zhluky leukocytov,477,-0.051,0.26394175358283767,0.4346350338288667
IgM_S,Močový sediment A: Hlienové vlákna,39,-0.051,0.7579227577522221,0.8551026957911325
ELFO_S: alfa1_globulín,Foláty,179,0.051,0.49531018081957345,0.6652654500521671
APTT: APTT_ratio,Krvný obr._DIFF_RET: Bazofily_%,104,-0.051,0.6056448304266775,0.757115625285455
Urea_S,CVK_S,134,-0.051,0.556200876693707,0.7148582176077525
Moč chemicky _ úplne: Bielkoviny,ELFO_S: alfa2_globulín,186,-0.051,0.48659944293898516,0.6581576029362087
Krvný obr._DIFF_5pop: Neutrofily_%,APTT: APTT_sekundy,1491,-0.05,0.055979426733838794,0.13210895172365447
Železo_S,Prokalcitonín_S,71,0.05,0.6811813267285503,0.8055742681881013
IgG_S,T3f_S,100,-0.05,0.6199829119629731,0.7681270203206115
Urea_S,Kalcium-S,2142,-0.05,0.021163043805744214,0.058477675885356795
Krvný obr._DIFF_RET: Erytrocyty_RBC,Krvný obr._DIFF_RET: Eozinofily_%,298,0.05,0.38745213302087467,0.5686686387441255
ALT_S,Krvný obr._DIFF_5pop: Eozinofily_#,38,0.05,0.7653682873527718,0.8595341576015837
IgM_S,Močový sediment A: Kvasinky,39,0.05,0.7603247906182571,0.8568996620184118
GMT_S,Meď_S,160,0.05,0.5283857315394136,0.6920085705218924
ELFO_S: alfa2_globulín,Močový sediment A: Hlienové vlákna,39,0.05,0.7626022772847129,0.8579444426403012
Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,Krvný obr._DIFF_RET: Stredný objem_PLT,273,-0.05,0.40597978561429493,0.5881335954878811
Urea_S,Močový sediment A: Kryštály,152,0.05,0.5375369514696684,0.699502714601967
Krvný obr._DIFF_5pop: Neutrofily_#,Quickov test: PT_INR,1561,0.05,0.05002514641080422,0.12033690085113184
Krvný obr._DIFF_RET: Neutrofily_#,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,296,0.05,0.3925485792095774,0.5734332314827422
Krvný obraz: Stredný objem_PLT,D_dimer INOV,49,0.05,0.7306608306518587,0.8365269881296196
ELFO_S: alfa2_globulín,Prokalcitonín_S,85,-0.05,0.6479276741793051,0.786300766773854
Chloridy-S,Krvný obr._DIFF_5pop: Stredný objem_PLT,52,0.05,0.7274615451991725,0.8343677914154798
Addisov sediment: Leukocyty,Fosfor_U (zbieraný),37,0.05,0.7679241409317299,0.8609931717469073
ELFO_S: Albumín,Močový sediment A: Zhluky leukocytov,39,0.05,0.7641671557567831,0.8587868658049809
CK-celková_S,Cholest-HDL_S,272,0.05,0.4140696852896276,0.5955591375696183
AST_S,Krvný obr._DIFF_5pop: Neutrofily_#,38,-0.05,0.7670027220440077,0.8607196645541714
Imunoblot ANA: SmD1,LKM1,133,-0.05,0.5707436358989161,0.7266581901695048
CK-celková_S,Reumat. faktor_S,915,-0.05,0.13311841839471708,0.26109950974425367
CRP_S,Krvný obr._DIFF_5pop: Monocyty_%,55,0.05,0.7173015229537938,0.8280543048244936
GF(S)- MDRD,HbA1c %,54,0.05,0.7210297376969389,0.8299876650821983
Krvný obr._DIFF_5pop: Erytrocyty_RBC,Krvný obr._DIFF_5pop: Monocyty_%,5475,-0.05,0.00023195582724210324,0.0010421607994830849
ALT_S,Krvný obr._DIFF_5pop: Lymfocyty_%,38,0.05,0.764297330278823,0.8587868658049809
Fosfor_S,Addisov sediment: Erytrocyty,45,-0.05,0.7434029528088207,0.8465386196799495
Imunoblot ANA: U1-sn RNP,Imunoblot ANA: SS-A/Ro60kD,419,-0.05,0.30367510708062245,0.4788582658431406
Krvný obr._DIFF_RET: Leukocyty_WBC,Krvný obr._DIFF_RET: Hemoglobín_HGB,299,-0.05,0.3843754185480077,0.5652632023230308
APTT: APTT_ratio,Diff.rozpočet_ WBC: Lymfocyty,49,0.05,0.7306096292571969,0.8365269881296196
Kálium-S,HbA1c %,33,-0.05,0.7804142216624911,0.8707295921381919
ASLO_S,Cholest-HDL_S,216,-0.049,0.4746638066066434,0.6486425389055723
ELFO_S: Albumín,Moč chemický A: pH,39,-0.049,0.7681582398018999,0.8609931717469073
Nátrium-S,Krvný obr._DIFF_5pop: Trombocyty_PLT,52,-0.049,0.7298981492727021,0.8359551004740358
Urea_S,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,48,0.049,0.7391607962065279,0.8429166286663206
IgG_S,Kalcium ionizované_S,136,0.049,0.5706966466539747,0.7266581901695048
Bielkoviny_S,Močový sediment A: Kvasinky,99,-0.049,0.6286221783289136,0.7751624027413797
ALT_S,Moč chemický A: UBG,141,0.049,0.5629858541221919,0.7201836180288731
Chloridy-S,Krvný obraz: Trombocyty_PLT,49,-0.049,0.7367358814351246,0.8410571526967379
CRP_S,APTT: APTT_ratio,43,0.049,0.7544532510518247,0.8539179590116235
Kalcium-S,Moč chemicky _ úplne: Ketolátky,361,-0.049,0.35503308143671763,0.5351575985110348
Albumín_S,Triacylglyceroly_S,779,-0.049,0.1747112775719724,0.32209628170882154
Krvný obraz: Leukocyty_WBC,Krvný obraz: Šírka dist.kriv._RBC,3759,0.049,0.0027117159285755177,0.009788370053545605
Imunoblot ANA: AMA-M2,CCP,197,0.049,0.4979638318858397,0.6674186126520547
Krvný obr._DIFF_RET: Lymfocyty_%,Krvný obr._DIFF_RET: Stredný objem_PLT,274,-0.049,0.4195157777098091,0.6005371193759389
Glukóza_ S,Ceruloplazmín,218,-0.049,0.476176533425707,0.6501350122870034
Chloridy-S,Kalcium ionizované_S,330,0.049,0.37477924509268945,0.5550052550288709
Chloridy-S,Albumín_S,3428,0.049,0.004052306201515831,0.013953550839149093
Glukóza_ S,Krvný obr._DIFF_5pop: Stredný objem_RBC,34,0.049,0.7824796678829468,0.8713572883541386
Krvný obr._DIFF_RET: Trombocyty_PLT,Krvný obr._DIFF_RET: Lymfocyty_%,298,-0.049,0.398749401109722,0.5804892175183465
ELFO_S: gama_globulín,Ceruloplazmín,260,-0.049,0.4279762589200965,0.6093530194799133
Imunoblot ANA: CENP-B,DNP / Nucleo-h /,97,0.049,0.6323580637258828,0.7776559773229835
Bili-celkový_S,Etanol v sére,149,0.049,0.5531637300875671,0.7121072294318772
Močový sediment: Leukocyty,Triacylglyceroly_S,204,-0.049,0.48278196086138314,0.6551873508327405
Reumat. faktor_S,IgG_S,919,0.049,0.14114565142019694,0.27388464369960636
Imunoblot ANA: PCNA,Imunoblot Liver Pro: LKM1,164,-0.049,0.5338113549998995,0.6966258554978287
ALP_S,ABR_artéria: BB_B,30,0.049,0.7980756433068878,0.8829049297173557
Kreatinín_S,Laktát_P_artéria,80,-0.048,0.6745341217613293,0.8025201584569397
APTT: APTT_ratio,Krvný obr._DIFF_RET: Leukocyty_WBC,104,-0.048,0.6283291828473746,0.7751624027413797
Kalcium-S,FE_Horčíka,50,-0.048,0.7396004863673138,0.843266670834807
Kalcium-S,FE_H2O,50,0.048,0.7388941466992314,0.8427638265673638
Horčík-S,Kalcium_U (zbieraný),50,0.048,0.7404988290331302,0.8438366028425968
Glukóza_ S,Laktát_P_artéria,96,-0.048,0.6433484632683354,0.7840978147368318
Albumín_S,C3_S,1069,-0.048,0.11655913811173044,0.23493026790095922
Imunoblot ANA: SS-A/Ro60kD,LKM1,133,0.048,0.5814028155609015,0.7363740205858068
Imunoblot ANA: PM-Scl,Imunoblot Liver Pro: Sp100,164,0.048,0.5382093578174882,0.7002342924870987
Kálium-S,Triacylglyceroly_S,700,-0.048,0.2007142638513653,0.35618372018092836
Imunoblot ANA: SmD1,dsDNA IgG,218,0.048,0.47626764476368866,0.6501350122870034
Krvný obr._DIFF_5pop: Erytrocyty_RBC,Diff.rozpočet_ WBC: Monocyty,206,0.048,0.49587278515723987,0.6653302289163793
AST_S,ELFO_S: alfa1_globulín,1239,0.048,0.09257031025124736,0.19658689225988463
p-ANCA,SLA a LP,75,-0.048,0.6853284848941794,0.8062762712097633
LDH_ascites,Glukóza_pleur.punkt.,47,0.048,0.7497211983342428,0.851139880810837
Imunoblot ANA: CENP-B,p-ANCA,274,0.048,0.4253049381268533,0.6061771892252941
Imunoblot ANA: U1-sn RNP,Imunoblot Liver Pro: SLA,164,0.048,0.5435006129190569,0.7043341095145612
alfa1 AT_S,CVK_S,45,-0.048,0.7530729405255634,0.8528114779249384
ALP_S,CK-celková_S,1681,0.048,0.051233598090458826,0.1225092161591839
ANA  HEp-2,DNP / Nucleo-h /,98,0.048,0.6368603688583756,0.780482331509846
Fibrinogén,Diff.rozpočet_ WBC: Neutrofil.nesegmenty,33,0.048,0.7900093558259513,0.8762097481777703
Glukóza_ S,C3_S,411,0.048,0.33339120753093743,0.5122211224773991
Krvný obr._DIFF_5pop: Monocyty_%,D_dimer INOV,208,0.047,0.49879410741183083,0.6680959890795504
Kalcium-S,Kys. močová_S,581,0.047,0.25392744322886773,0.4220829531221865
Imunoblot ANA: SS-A/Ro60kD,Imunoblot Liver Pro: AMA-M2,164,-0.047,0.5476156940357815,0.7074018918685074
ABR_kapilára: O2_B sat,ABR_kapilára: BB_B,101,-0.047,0.637652475146863,0.7808415910963802
Krvný obr._DIFF_RET: Retikulocyty_#,Krvný obr._DIFF_RET: Erytrocyty_RBC,299,-0.047,0.42210695364738726,0.6031591265231334
Nátrium-S,FE_ Kália,50,0.047,0.7448976852012057,0.8474811952154835
AST_S,IgM_S,1294,0.047,0.09425324689183939,0.19926485108281386
C3_S,Močový sediment A: Epitélie,36,0.047,0.7846671150634059,0.8724169026947528
Nátrium-S,FE_Horčíka,50,0.047,0.7436944847088215,0.8466722212433176
Krvný obr._DIFF_RET: Lymfocyty_#,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,296,0.047,0.4209111167285037,0.6018564763844663
GF(S)- MDRD,Reumat. faktor_S,806,-0.047,0.18129528586767427,0.3308730109501105
Nátrium-S,Cholest-celk._S,765,0.047,0.194994463151184,0.34876121182417563
Močový sediment: Erytrocyty,Cholest-HDL_S,114,0.047,0.6182648083368829,0.76677112820561
ALP_S,Kalcium ionizované_S,255,-0.047,0.45313209748702,0.6313044331875083
Imunoblot ANA: SS-A/Ro60kD,dsDNA IgG,218,0.047,0.493751360603196,0.6642952973130251
Krvný obr._DIFF_RET: Retikulocyty_#,Krvný obr._DIFF_RET: Stredný objem_PLT,274,-0.047,0.4385112808785756,0.6175708639817316
Krvný obr._DIFF_5pop: Erytrocyty_RBC,Diff.rozpočet_ WBC: Lymfocyty,210,0.047,0.5023127150938504,0.6715472809324983
Železo_S,Močový sediment: Leukocyty,95,-0.047,0.6475984917909934,0.786300766773854
Quickov test: PT_%,Krvný obr._DIFF_RET: Neutrofily_%,105,-0.047,0.6342078467832006,0.7787343531105226
Bili-priamy_S,Moč chemický A: Špec. hmotnosť,92,-0.047,0.6534025270144144,0.7904486877050052
Imunoblot ANA: Ku,c-ANCA,274,-0.047,0.4379591831637386,0.6171647849591824
ELFO_S: gama_globulín,Meď_S,169,-0.047,0.5441628043265658,0.7047846025155394
Quickov test: PT_INR,Krvný obr._DIFF_RET: Leukocyty_WBC,106,0.046,0.6368799154590034,0.780482331509846
Urea_S,CEA _S,61,0.046,0.7270036051319837,0.8343677914154798
Horčík_U (zbieraný),GF(S)-Schwarz,48,0.046,0.7540371424125999,0.8535990673106285
APTT: APTT_ratio,Krvný obr._DIFF_RET: Stred. far.konc._HGB,104,0.046,0.6439148660060294,0.7842269744850529
Kreatinín_S,Etanol v sére,155,-0.046,0.5684216784622816,0.7252827722978259
Imunoblot ANA: Nucleosomes,Imunoblot ANA: Jo-1,419,-0.046,0.3511212904149782,0.5314923893272233
Železo_S,Žlčové kyseliny,200,-0.046,0.5183463747874912,0.6839483080341278
Krvný obr._DIFF_RET: Retikulocyty_#,Krvný obr._DIFF_RET: Hematokrit_HCT,299,-0.046,0.43151638763710665,0.6119249130934238
Krvný obr._DIFF_5pop: Trombocyty_PLT,Diff.rozpočet_ WBC: Lymfocyty,210,0.046,0.5065656364366835,0.6749314213863357
Imunoblot ANA: Rib-PO,Imunoblot Liver Pro: LC1,164,0.046,0.5554739018308901,0.7145020648575915
Moč chemicky _ úplne: pH,ELFO_S: alfa2_globulín,186,0.046,0.5350615493393762,0.6972515094203942
ALT_S,Moč chemický A: pH,142,-0.046,0.5840220904241513,0.7388077141506638
Imunoblot ANA: AMA-M2,Imunoblot Liver Pro: Sp100,164,0.046,0.5612641988429854,0.7192854203182409
Krvný obr._DIFF_RET: Stred. far.konc._HGB,Krvný obr._DIFF_RET: Erytrocyty_RBC,299,-0.046,0.43010624250275487,0.6110163145393563
Imunoblot ANA: CENP-B,Imunoblot Liver Pro: AMA-M2,164,0.046,0.5559205220103012,0.7148582176077525
"ELFO_S: beta1,2_globulín",Kys. močová_S,318,0.046,0.4112494965388813,0.5935319956737488
Imunoblot ANA: PCNA,DNP / Nucleo-h /,97,-0.046,0.6539584924567146,0.7904486877050052
Bielkoviny_S,CIK_S,184,0.046,0.5370679684351225,0.6990356081680665
Chloridy-S,Horčík-S,1208,0.046,0.11396679967905067,0.23058314597484358
Vitamin D total,anti TPO_S,70,0.046,0.7075674860088438,0.8222200904382336
Amyláza_S,ELFO_S: gama_globulín,71,0.046,0.7012980042157687,0.8173889596963726
Kreatinín_S,Krvný obraz: Stredný objem_PLT,49,-0.046,0.7520537112806731,0.8526898715728088
GF(S)- MDRD,Cholest-LDL_S,519,0.046,0.2997488924565159,0.4745339431288925
Albumín_S,Moč chemický A: UBG,107,-0.046,0.6408083647748208,0.7829374023221943
Moč chemicky _ úplne: Bielkoviny,Ceruloplazmín,30,0.046,0.8094437662392959,0.8907550852989224
Moč chemicky _ úplne: pH,Feritin_S,79,-0.046,0.6865397728903423,0.8069541493380842
B Ly _CD19+_ a.p.,CCP,59,-0.045,0.7345011144295395,0.839864215257535
Kreatinín_S,CIK_S,171,0.045,0.5578133247199196,0.7165347628506925
Imunoblot ANA: Mi-2,Imunoblot ANA: Ku,419,0.045,0.3532419646971673,0.5334314717663665
IgA_S,Močový sediment: Leukocyty,137,-0.045,0.5998387264019203,0.752522794003041
Imunoblot ANA: U1-sn RNP,Imunoblot ANA: Histones,419,0.045,0.35296454861651305,0.5331392718403964
APTT: APTT_ratio,Krvný obr._DIFF_RET: Stredný objem_RBC,104,0.045,0.6475659803199838,0.786300766773854
Imunoblot ANA: Ku,p-ANCA,274,-0.045,0.46232052577756566,0.6380887030773137
Nátrium-S,Reumat. faktor_S,540,0.045,0.2984021536482706,0.4727553322013624
Krvný obraz: Stred. far.konc._HGB,Krvný obraz: Stredný objem_PLT,3655,0.045,0.006086027506749029,0.020033436658226208
Bili-priamy_S,Močový sediment A: Hyalínové valce,91,-0.045,0.670371785584897,0.8002389992147408
Imunoblot ANA: CENP-B,Imunoblot ANA: PM-Scl,419,0.045,0.355227387521019,0.5351575985110348
ALP_S,Moč chemický A: pH,111,0.045,0.6369905381518262,0.780482331509846
ALP_S,Bielkoviny_S,4236,0.045,0.003457576732327144,0.012136907329292491
Kálium-S,NSE_S,30,0.045,0.813837640503296,0.8935897908948218
GF(S)- MDRD,CK-MB_S,652,-0.045,0.2553483701178647,0.4237803827530732
Quickov test: PT_INR,Krvný obr._DIFF_RET: Stredný objem_RBC,106,-0.045,0.6452453551582835,0.7851453249033854
Krvný obr._DIFF_5pop: Trombocyty_PLT,Krvný obr._DIFF_5pop: Neutrofily_%,5473,0.045,0.0008231551411106746,0.003352246545818023
Glukóza_ S,Meď_S,124,-0.045,0.6200150102635127,0.7681270203206115
Bielkoviny_S,Solub.transf.recep_S,49,0.045,0.7601042564237473,0.8568031123243554
IgM_S,Kalcium ionizované_S,137,0.044,0.612250420894515,0.7619249606156423
Amyláza_S,IgA_S,138,0.044,0.6113503643270092,0.7614014633541442
Krvný obr._DIFF_5pop: Monocyty_#,APTT: APTT_sekundy,1491,0.044,0.0915555009674101,0.1951020484131518
IgM_S,Železo_S,355,0.044,0.4070062035564731,0.5888659556352251
Kálium-S,Krvný obr._DIFF_5pop: Monocyty_#,52,-0.044,0.7559860971618287,0.854435096116189
