Marker,Lab_parameter,Test,Statistika,p_hodnota,n_het,n_hom,n_wt,median_het,median_hom,median_wt,p_FDR,Vyznamne_FDR,n_all_wt,n_any_het,n_any_hom,median_all_wt,median_any_het,median_any_hom
HFE_H63D,Krvný obr._DIFF_5pop: Bazofily_%,Kruskal-Wallis,0.193,0.9078094041538654,335.0,35.0,927.0,0.3,0.3,0.3,0.9765924016159799,False,,,,,,
HFE_H63D,Moč chemický A: Špec. hmotnosť,Mann-Whitney U,485.5,0.9042152920328781,22.0,,45.0,1.016,,1.018,0.9765924016159799,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Neutrofily_#,Mann-Whitney U,500.0,0.9311387185103568,7.0,,140.0,3.79,,4.09,0.9772096990575287,False,,,,,,
HFE_S65C,Krvný obr._DIFF_5pop: Hematokrit_HCT,Mann-Whitney U,29581.0,0.9350279854291462,47.0,,1250.0,0.371,,0.363,0.9772096990575287,False,,,,,,
HFE_overall,ELFO_S: alfa2_globulín,Kruskal-Wallis,0.091,0.9554937948271272,,,,,,,0.9773753321132445,False,310.0,158.0,13.0,6.615,6.435,6.47
HFE_C282Y,IgE celkové FOOKE,Mann-Whitney U,79.0,0.9456358435780016,6.0,,27.0,22.275,,22.62,0.981416659280953,False,,,,,,
HFE_C282Y,Imunoblot ANA: SS-A/Ro52kD,Mann-Whitney U,1117.0,0.9515188955861087,13.0,,171.0,0.0,,0.0,0.9822130535082413,False,,,,,,
HFE_overall,Prealbumín_S,Mann-Whitney U,40.0,0.9649601708011121,,,,,,,0.9833054211965705,False,13.0,6.0,,0.2,0.255,
HFE_H63D,Krvný obraz_RET: Retikulocyty_#,Mann-Whitney U,62.0,0.9292359814098944,6.0,,20.0,49.3,,57.2,0.984850063446678,False,,,,,,
HFE_H63D,Močový sediment A: Hlienové vlákna,Mann-Whitney U,524.5,0.9328202487740233,23.0,,45.0,65.0,,39.0,0.984850063446678,False,,,,,,
HFE_S65C,Krvný obr._DIFF_5pop: Erytrocyty_RBC,Mann-Whitney U,29518.0,0.9549207139718362,47.0,,1250.0,3.9,,3.925,0.9865248715149371,False,,,,,,
HFE_S65C,Železo_S,Mann-Whitney U,8903.5,0.9775826660930962,28.0,,638.0,18.6,,17.7,0.9865248715149371,False,,,,,,
HFE_S65C,Saturácia Trf,Mann-Whitney U,3531.5,0.967436844620759,17.0,,413.0,38.901,,32.318,0.9865248715149371,False,,,,,,
HFE_S65C,Krvný obr._DIFF_5pop: Stredná konc._HGB,Mann-Whitney U,29440.5,0.9794275702810166,47.0,,1250.0,31.3,,30.7,0.9865248715149371,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Bazofily_%,Mann-Whitney U,498.5,0.9670768566199466,7.0,,141.0,0.2,,0.2,0.9865248715149371,False,,,,,,
HFE_overall,Imunoblot ANA: Nucleosomes,Mann-Whitney U,3460.0,0.9720336879482899,,,,,,,0.9867614710990216,False,126.0,55.0,,0.0,0.0,
HFE_C282Y,Krvný obr._DIFF_RET: Stredná konc._HGB,Mann-Whitney U,355.0,0.9611041057150632,5.0,,140.0,31.9,,30.65,0.9868020764561077,False,,,,,,
HFE_overall,Krvný obraz_RET: Retikulocyty_%,Mann-Whitney U,71.0,0.9777938036385211,,,,,,,0.9888631674532968,False,18.0,8.0,,1.95,1.35,
HFE_H63D,Krvný obr._DIFF_5pop: Bazofilily_#,Kruskal-Wallis,0.115,0.9443239104050426,335.0,35.0,927.0,0.02,0.02,0.02,0.9891139773017245,False,,,,,,
HFE_H63D,dsDNA IgG,Mann-Whitney U,292.5,0.9410707147180463,12.0,,48.0,3.085,,3.13,0.9891139773017245,False,,,,,,
HFE_H63D,Cyt.TLy_CD8+,Mann-Whitney U,217.5,0.963409424005941,11.0,,40.0,26.0,,22.5,0.9952850484249048,False,,,,,,
HFE_H63D,Cu_U_diuréza,Mann-Whitney U,409.0,0.9593842111635807,15.0,,54.0,0.66,,0.51,0.9952850484249048,False,,,,,,
HFE_H63D,Glykémia_5/2,Mann-Whitney U,710.0,0.9649452003339702,22.0,,65.0,10.05,,10.4,0.9952850484249048,False,,,,,,
HFE_H63D,Močový sediment: Leukocyty,Mann-Whitney U,16958.5,0.967428342252935,101.0,,335.0,2026.0,,2026.0,0.9952850484249048,False,,,,,,
HFE_H63D,Punktát_WBC,Mann-Whitney U,1531.0,0.9723464113483772,41.0,,75.0,0.17,,0.18,0.9952850484249048,False,,,,,,
HFE_H63D,AMAM2,Mann-Whitney U,1429.0,0.9727502926115108,29.0,,99.0,1.04,,0.98,0.9952850484249048,False,,,,,,
HFE_C282Y,Triacylglyceroly_S,Mann-Whitney U,7757.0,0.9756809395148972,39.0,,399.0,1.74,,1.61,0.9964401084407462,False,,,,,,
HFE_H63D,Močový sediment A: Spermie,Mann-Whitney U,517.5,1.0,23.0,,45.0,0.0,,0.0,1.0,False,,,,,,
HFE_H63D,Krvný obraz_RET: Retikulocyty_%,Mann-Whitney U,59.5,1.0,6.0,,20.0,1.35,,1.95,1.0,False,,,,,,
HFE_H63D,Albumín_U (jednoráz),Mann-Whitney U,70.0,1.0,7.0,,20.0,8.53,,11.25,1.0,False,,,,,,
HFE_H63D,Močový sediment A: Hyalínové valce,Mann-Whitney U,517.5,1.0,23.0,,45.0,0.0,,0.0,1.0,False,,,,,,
HFE_H63D,TPMT  Genotyp,Mann-Whitney U,260.0,1.0,13.0,,40.0,1.0,,1.0,1.0,False,,,,,,
HFE_H63D,HBDH_S,Mann-Whitney U,31.0,1.0,7.0,,9.0,3.5,,4.6,1.0,False,,,,,,
HFE_C282Y,Močový sediment A: Hyalínové valce,Mann-Whitney U,213.5,1.0,7.0,,61.0,0.0,,0.0,1.0,False,,,,,,
HFE_C282Y,Močový sediment A: Spermie,Mann-Whitney U,213.5,1.0,7.0,,61.0,0.0,,0.0,1.0,False,,,,,,
HFE_C282Y,anti-LKM-1,Mann-Whitney U,354.0,0.9889782424249948,9.0,,79.0,0.45,,0.25,1.0,False,,,,,,
HFE_C282Y,Glykémia_3/1,Mann-Whitney U,135.5,1.0,5.0,,54.0,7.6,,5.9,1.0,False,,,,,,
HFE_S65C,Bielkovina_ ascites,Mann-Whitney U,173.0,1.0,5.0,,69.0,19.4,,17.8,1.0,False,,,,,,
HFE_overall,Močový sediment A: Spermie,Mann-Whitney U,560.0,1.0,,,,,,,1.0,False,40.0,28.0,,0.0,0.0,
HFE_overall,TPMT  Genotyp,Mann-Whitney U,297.5,1.0,,,,,,,1.0,False,35.0,17.0,,1.0,1.0,
HFE_overall,Močový sediment A: Hyalínové valce,Mann-Whitney U,560.0,1.0,,,,,,,1.0,False,40.0,28.0,,0.0,0.0,
